net,length_um
_03920_,5.975
_00251_,5.965
_00572_,5.965
_00942_,5.965
_01813_,5.965
_02594_,5.965
net366,5.965
net418,5.965
net488,5.965
net749,5.965
net1156,5.965
net1376,5.965
net1531,5.965
net1683,5.965
net2495,5.965
net3148,5.965
_00147_,5.96
_00213_,5.96
_00236_,5.96
_02371_,5.96
_08052_,5.96
_08670_,5.96
_10439_,5.96
_11610_,5.96
_14543_,5.96
_17940_,5.96
_18497_,5.96
net1857,5.96
net2031,5.96
_13237_,5.955
net3172,5.945
_02280_,5.94
_02303_,5.94
_04806_,5.94
_05433_,5.94
_09201_,5.94
_09936_,5.94
_10195_,5.94
_10495_,5.94
_11075_,5.94
_11515_,5.94
_11651_,5.94
_14080_,5.94
_15232_,5.94
_15579_,5.94
_16046_,5.94
core.state10_reg\[31\],5.94
_00896_,5.925
_01144_,5.925
_01180_,5.925
_01210_,5.925
_01731_,5.925
_03652_,5.925
_05849_,5.92
_09250_,5.92
_11480_,5.92
net2681,5.92
net4670,5.92
net4857,5.92
_00453_,5.905
_00488_,5.905
_01038_,5.905
_03978_,5.9
_04973_,5.9
_08058_,5.9
_09230_,5.9
_10235_,5.9
core.block1_ctr_reg\[13\],5.9
net4206,5.9
_01146_,5.895
_02051_,5.895
_19706_,5.89
_00396_,5.885
net287,5.885
net466,5.885
net909,5.885
net1502,5.885
net1737,5.885
net2027,5.885
net2814,5.885
net3112,5.885
read_data[13],5.87
_00179_,5.865
_00510_,5.865
_01770_,5.865
_02045_,5.865
_02082_,5.865
_02128_,5.865
net251,5.865
net324,5.865
net680,5.865
net867,5.865
_01400_,5.86
_01410_,5.86
_01426_,5.86
_01438_,5.86
_01451_,5.86
_01522_,5.86
_01589_,5.86
_01616_,5.86
_02614_,5.86
_02682_,5.86
_02705_,5.86
_02713_,5.86
_02728_,5.86
_02914_,5.86
_03188_,5.86
_03391_,5.86
_03412_,5.86
_03678_,5.86
_03716_,5.86
_03895_,5.86
_03952_,5.86
_04064_,5.86
_04439_,5.86
_05351_,5.86
_05370_,5.86
_05434_,5.86
_05754_,5.86
_05830_,5.86
_05905_,5.86
_06637_,5.86
_07637_,5.86
_08296_,5.86
_08572_,5.86
_09279_,5.86
_09346_,5.86
_09466_,5.86
_09483_,5.86
_09704_,5.86
_10059_,5.86
_10102_,5.86
_10547_,5.86
_10606_,5.86
_10610_,5.86
_11294_,5.86
_11779_,5.86
_13034_,5.86
_13348_,5.86
_13654_,5.86
_13726_,5.86
_13748_,5.86
_14160_,5.86
_14408_,5.86
_14717_,5.86
_14930_,5.86
_15651_,5.86
_16148_,5.86
_16171_,5.86
_16465_,5.86
_16916_,5.86
_17221_,5.86
_17652_,5.86
_17672_,5.86
_17725_,5.86
_17745_,5.86
_19060_,5.86
_19156_,5.86
_19341_,5.86
_19463_,5.86
_19500_,5.86
_19579_,5.86
_19656_,5.86
core.data_out\[482\],5.86
net1478,5.845
net1593,5.845
_00489_,5.84
_01315_,5.84
_01370_,5.84
_01404_,5.84
_01520_,5.84
_01533_,5.84
_01590_,5.84
_01647_,5.84
_01648_,5.84
_01979_,5.84
_02176_,5.84
_02225_,5.84
_02288_,5.84
_02293_,5.84
_02447_,5.84
_02479_,5.84
_02503_,5.84
_02588_,5.84
_02926_,5.84
_02953_,5.84
_02989_,5.84
_03002_,5.84
_03117_,5.84
_03163_,5.84
_03182_,5.84
_03228_,5.84
_03314_,5.84
_03347_,5.84
_03497_,5.84
_03579_,5.84
_03772_,5.84
_03846_,5.84
_04396_,5.84
_04464_,5.84
_04538_,5.84
_04687_,5.84
_04724_,5.84
_04742_,5.84
_04759_,5.84
_04850_,5.84
_05271_,5.84
_05494_,5.84
_05860_,5.84
_05898_,5.84
_05961_,5.84
_06700_,5.84
_08117_,5.84
_08404_,5.84
_08464_,5.84
_09081_,5.84
_10013_,5.84
_11444_,5.84
_11552_,5.84
_11895_,5.84
_12131_,5.84
_12297_,5.84
_12696_,5.84
_12905_,5.84
_13709_,5.84
_13983_,5.84
_14065_,5.84
_14109_,5.84
_14117_,5.84
_14374_,5.84
_15200_,5.84
_15481_,5.84
_15512_,5.84
_15970_,5.84
_16025_,5.84
_16236_,5.84
_16532_,5.84
_16546_,5.84
_16727_,5.84
_16735_,5.84
_16866_,5.84
_17391_,5.84
_17393_,5.84
_17428_,5.84
_17754_,5.84
_17877_,5.84
_17986_,5.84
_19115_,5.84
_19122_,5.84
_19495_,5.84
_19788_,5.84
core.block1_ctr_reg\[4\],5.84
core.data_in\[104\],5.84
core.data_in\[444\],5.84
core.data_in_reg\[121\],5.84
core.data_in_reg\[173\],5.84
core.data_in_reg\[269\],5.84
core.data_in_reg\[473\],5.84
core.data_in_reg\[79\],5.84
core.data_out\[292\],5.84
core.data_out\[301\],5.84
core.data_out\[306\],5.84
core.data_out\[355\],5.84
core.data_out\[374\],5.84
core.data_out\[474\],5.84
core.data_out\[88\],5.84
core.state11_reg\[30\],5.84
net1041,5.84
net1229,5.84
net1838,5.84
net2330,5.84
net3138,5.84
net3243,5.84
net3361,5.84
net4024,5.84
net4122,5.84
net4846,5.84
net4880,5.84
_01230_,5.835
_13438_,5.835
_17491_,5.83
_02335_,5.825
_02400_,5.825
_05886_,5.82
_06111_,5.82
_06677_,5.82
_06894_,5.82
_08502_,5.82
_13973_,5.82
_15302_,5.82
_15669_,5.82
_16064_,5.82
_16114_,5.82
_17846_,5.82
core.data_out\[294\],5.82
_00111_,5.805
_00217_,5.805
_00291_,5.805
_00355_,5.805
_00449_,5.805
_00614_,5.805
_00648_,5.805
_01307_,5.805
_09630_,5.805
net2469,5.805
_01169_,5.8
_01281_,5.8
_01628_,5.8
_02180_,5.8
_02193_,5.8
_02243_,5.8
_02473_,5.8
_02532_,5.8
_02546_,5.8
_02551_,5.8
_02677_,5.8
_02850_,5.8
_02897_,5.8
_03159_,5.8
_03162_,5.8
_03187_,5.8
_03199_,5.8
_03352_,5.8
_03408_,5.8
_03507_,5.8
_03572_,5.8
_03768_,5.8
_03815_,5.8
_03883_,5.8
_03887_,5.8
_03921_,5.8
_03964_,5.8
_03983_,5.8
_04035_,5.8
_04156_,5.8
_04221_,5.8
_04411_,5.8
_04457_,5.8
_04469_,5.8
_04736_,5.8
_04846_,5.8
_04894_,5.8
_04913_,5.8
_04998_,5.8
_05042_,5.8
_05353_,5.8
_05391_,5.8
_05500_,5.8
_05580_,5.8
_05583_,5.8
_05783_,5.8
_05995_,5.8
_06053_,5.8
_06085_,5.8
_06167_,5.8
_06254_,5.8
_06682_,5.8
_06708_,5.8
_06838_,5.8
_06887_,5.8
_06931_,5.8
_08457_,5.8
_08534_,5.8
_08800_,5.8
_09262_,5.8
_09838_,5.8
_10305_,5.8
_10551_,5.8
_10600_,5.8
_10752_,5.8
_11211_,5.8
_11513_,5.8
_11993_,5.8
_12695_,5.8
_14159_,5.8
_14284_,5.8
_14471_,5.8
_14879_,5.8
_15002_,5.8
_15258_,5.8
_15393_,5.8
_15515_,5.8
_15526_,5.8
_15859_,5.8
_16000_,5.8
_16589_,5.8
_16658_,5.8
_17465_,5.8
_17779_,5.8
_17995_,5.8
_18053_,5.8
_18700_,5.8
_19036_,5.8
_19221_,5.8
_19436_,5.8
_19550_,5.8
_19609_,5.8
_19700_,5.8
_19725_,5.8
_19833_,5.8
_19888_,5.8
_19902_,5.8
_19915_,5.8
_19941_,5.8
core.data_in\[179\],5.8
core.data_in\[180\],5.8
core.data_in\[267\],5.8
core.data_in\[311\],5.8
core.data_in\[500\],5.8
core.data_in\[97\],5.8
core.data_out\[0\],5.8
core.data_out\[160\],5.8
core.data_out\[332\],5.8
core.data_out\[98\],5.8
net243,5.8
net1378,5.8
net2290,5.8
net4496,5.8
net4570,5.8
_02731_,5.78
_06016_,5.78
_10573_,5.78
read_data[2],5.77
_00063_,5.765
_00098_,5.765
_00102_,5.765
_00218_,5.765
_00315_,5.765
_00482_,5.765
_00521_,5.765
_00745_,5.765
_00752_,5.765
_00769_,5.765
_00906_,5.765
_01047_,5.765
_01070_,5.765
_01205_,5.765
_01350_,5.765
_01953_,5.765
_02119_,5.765
_03380_,5.765
_03457_,5.765
net412,5.765
net454,5.765
net552,5.765
net603,5.765
net831,5.765
net1166,5.765
net1181,5.765
net1391,5.765
net1409,5.765
net1566,5.765
net1673,5.765
net1807,5.765
net1908,5.765
net1962,5.765
net1970,5.765
net1986,5.765
net2173,5.765
net2265,5.765
net2298,5.765
net2698,5.765
net2819,5.765
net2971,5.765
net3225,5.765
net3296,5.765
net3789,5.765
net4747,5.765
_04713_,5.75
_00865_,5.74
_01274_,5.74
_01284_,5.74
_01285_,5.74
_01292_,5.74
_01512_,5.74
_02302_,5.74
_03781_,5.74
_03926_,5.74
_04329_,5.74
_04434_,5.74
_04530_,5.74
_04882_,5.74
_04950_,5.74
_05055_,5.74
_06661_,5.74
_07892_,5.74
_09172_,5.74
_11855_,5.74
_12310_,5.74
_12666_,5.74
_13878_,5.74
_14715_,5.74
_16704_,5.74
_16757_,5.74
_17295_,5.74
_17565_,5.74
_19242_,5.74
_19337_,5.74
_19467_,5.74
_19527_,5.74
_19615_,5.74
_19771_,5.74
_19782_,5.74
core.data_out\[155\],5.74
_18687_,5.73
_00676_,5.725
_01946_,5.725
_02102_,5.725
_03170_,5.725
_01324_,5.72
_01598_,5.72
_01869_,5.72
_02265_,5.72
_02281_,5.72
_03605_,5.72
_04076_,5.72
_04165_,5.72
_04191_,5.72
_04560_,5.72
_04681_,5.72
_04801_,5.72
_04926_,5.72
_05143_,5.72
_05145_,5.72
_05205_,5.72
_05212_,5.72
_05437_,5.72
_06734_,5.72
_06768_,5.72
_07357_,5.72
_07679_,5.72
_07720_,5.72
_07779_,5.72
_08029_,5.72
_08281_,5.72
_09134_,5.72
_09567_,5.72
_09655_,5.72
_09787_,5.72
_10228_,5.72
_11228_,5.72
_11315_,5.72
_11565_,5.72
_11865_,5.72
_12258_,5.72
_12823_,5.72
_14111_,5.72
_14735_,5.72
_15162_,5.72
_15265_,5.72
_15455_,5.72
_15735_,5.72
_15809_,5.72
_16158_,5.72
_16280_,5.72
_16414_,5.72
_16556_,5.72
_16607_,5.72
_16676_,5.72
_16894_,5.72
_17109_,5.72
_17238_,5.72
_17569_,5.72
_17642_,5.72
_17930_,5.72
_17971_,5.72
_18949_,5.72
_19096_,5.72
_19395_,5.72
_19414_,5.72
_19439_,5.72
_19956_,5.72
core.data_out\[392\],5.72
core.data_out\[456\],5.72
net835,5.72
net849,5.72
net1211,5.72
net1677,5.72
net1809,5.72
net1835,5.72
net2168,5.72
net2252,5.72
net2355,5.72
net2830,5.72
net2918,5.72
net3273,5.72
net3691,5.72
net3905,5.72
net4006,5.72
net4067,5.72
net4464,5.72
net4512,5.72
net4652,5.72
net4685,5.72
net4822,5.72
net4839,5.72
net4888,5.72
_19386_,5.715
_03780_,5.71
_18922_,5.71
_18960_,5.71
_00069_,5.7
_00221_,5.7
_02006_,5.7
_02294_,5.7
_03103_,5.7
_03202_,5.7
_17123_,5.7
_17712_,5.7
_02230_,5.68
_02306_,5.68
_02522_,5.68
_03499_,5.68
_03765_,5.68
_03794_,5.68
_03879_,5.68
_04105_,5.68
_04164_,5.68
_04194_,5.68
_04214_,5.68
_04236_,5.68
_04281_,5.68
_04341_,5.68
_04379_,5.68
_04549_,5.68
_04595_,5.68
_04617_,5.68
_04627_,5.68
_04671_,5.68
_04951_,5.68
_04992_,5.68
_05004_,5.68
_05259_,5.68
_05282_,5.68
_05418_,5.68
_05461_,5.68
_05595_,5.68
_05908_,5.68
_05939_,5.68
_05962_,5.68
_06007_,5.68
_06090_,5.68
_06096_,5.68
_06112_,5.68
_06273_,5.68
_06616_,5.68
_06716_,5.68
_06788_,5.68
_06879_,5.68
_06911_,5.68
_08127_,5.68
_08269_,5.68
_08271_,5.68
_09257_,5.68
_09901_,5.68
_10140_,5.68
_10249_,5.68
_10516_,5.68
_11308_,5.68
_12081_,5.68
_12143_,5.68
_12168_,5.68
_12240_,5.68
_12534_,5.68
_14082_,5.68
_14373_,5.68
_15148_,5.68
_15189_,5.68
_15211_,5.68
_15320_,5.68
_15725_,5.68
_16167_,5.68
_17461_,5.68
_17838_,5.68
_17975_,5.68
_18020_,5.68
_18056_,5.68
_18923_,5.68
_19010_,5.68
_19140_,5.68
_19267_,5.68
_19302_,5.68
_19379_,5.68
_19382_,5.68
_19496_,5.68
_19718_,5.68
_19794_,5.68
_19806_,5.68
_19848_,5.68
_19857_,5.68
_19864_,5.68
core.data_in_reg\[462\],5.68
core.data_in_reg\[491\],5.68
core.data_out\[250\],5.68
core.data_out\[86\],5.68
core.data_out\[89\],5.68
net2209,5.68
net3152,5.68
net3421,5.68
net3693,5.68
net3782,5.68
net4028,5.68
_02062_,5.675
_19269_,5.675
_00211_,5.645
_01859_,5.645
net362,5.645
net989,5.645
net1282,5.645
net1350,5.645
net1541,5.645
net1627,5.645
net1832,5.645
net2064,5.645
net2366,5.645
net2622,5.645
net2751,5.645
net2941,5.645
net3046,5.645
net3317,5.645
net3426,5.645
net3970,5.645
_00861_,5.64
_00977_,5.64
_01779_,5.64
_01950_,5.64
_02028_,5.64
_02029_,5.64
_02152_,5.64
_03643_,5.64
_15488_,5.64
_10706_,5.625
_00092_,5.62
_00207_,5.62
_00210_,5.62
_00308_,5.62
_00362_,5.62
_00371_,5.62
_00388_,5.62
_00562_,5.62
_00628_,5.62
_00666_,5.62
_00711_,5.62
_00954_,5.62
_00961_,5.62
_01041_,5.62
_01824_,5.62
_02127_,5.62
_02616_,5.62
_02860_,5.62
_03619_,5.62
_06427_,5.62
_06620_,5.62
_08064_,5.62
_10465_,5.62
_12418_,5.62
_19251_,5.62
_19849_,5.62
net3442,5.62
net3542,5.62
net3611,5.62
net3654,5.62
net3895,5.62
net3925,5.62
net4135,5.62
net4336,5.62
net4523,5.62
net4535,5.62
net4645,5.62
net4750,5.62
_18943_,5.615
_19028_,5.61
_00740_,5.605
_01980_,5.605
_02136_,5.605
_03044_,5.6
_03882_,5.6
_05033_,5.6
_05102_,5.6
_06055_,5.6
_06127_,5.6
_08964_,5.6
_10634_,5.6
_11348_,5.6
_14804_,5.6
_15159_,5.6
_16437_,5.6
_18148_,5.6
_19042_,5.6
net3180,5.6
net4047,5.6
_00335_,5.58
_00508_,5.58
_01763_,5.58
_02334_,5.58
_02751_,5.58
_03426_,5.58
_12238_,5.58
_16603_,5.58
core.block0_ctr_reg\[29\],5.58
net4828,5.58
_04200_,5.56
_04435_,5.56
_04449_,5.56
_08811_,5.56
_09265_,5.56
_09938_,5.56
_10488_,5.56
_11123_,5.56
_11462_,5.56
_19304_,5.56
net3992,5.56
_01008_,5.555
_01130_,5.555
_01723_,5.555
_02015_,5.555
_03107_,5.555
_00017_,5.545
_00578_,5.545
_00646_,5.545
_00733_,5.545
_00754_,5.545
_02156_,5.545
_02351_,5.545
_03338_,5.545
_03561_,5.545
net211,5.545
net221,5.545
net338,5.545
net388,5.545
net518,5.545
net611,5.545
net626,5.545
net664,5.545
net815,5.545
net857,5.545
net865,5.545
net953,5.545
net975,5.545
net1114,5.545
net1162,5.545
net1201,5.545
net1217,5.545
net1234,5.545
net1266,5.545
net1286,5.545
net1779,5.545
net1860,5.545
net1931,5.545
net2132,5.545
net2364,5.545
read_data[23],5.53
_00255_,5.525
_00486_,5.525
_01164_,5.525
_01884_,5.525
_02804_,5.525
_03570_,5.525
net219,5.525
_01384_,5.52
_01388_,5.52
_01392_,5.52
_01428_,5.52
_01432_,5.52
_01450_,5.52
_01489_,5.52
_01504_,5.52
_01511_,5.52
_01523_,5.52
_01559_,5.52
_01562_,5.52
_01592_,5.52
_01593_,5.52
_01594_,5.52
_01608_,5.52
_01617_,5.52
_01619_,5.52
_01623_,5.52
_01639_,5.52
_02421_,5.52
_02577_,5.52
_02621_,5.52
_02632_,5.52
_02661_,5.52
_02683_,5.52
_02702_,5.52
_02710_,5.52
_02720_,5.52
_02721_,5.52
_02759_,5.52
_02765_,5.52
_02766_,5.52
_02774_,5.52
_02792_,5.52
_02819_,5.52
_02834_,5.52
_02843_,5.52
_02865_,5.52
_02874_,5.52
_02898_,5.52
_02899_,5.52
_02915_,5.52
_02923_,5.52
_02986_,5.52
_03000_,5.52
_03015_,5.52
_03017_,5.52
_03027_,5.52
_03046_,5.52
_03064_,5.52
_03066_,5.52
_03068_,5.52
_03093_,5.52
_03139_,5.52
_03145_,5.52
_03148_,5.52
_03233_,5.52
_03275_,5.52
_03316_,5.52
_03359_,5.52
_03368_,5.52
_03392_,5.52
_03428_,5.52
_06197_,5.52
_08368_,5.52
_09088_,5.52
_10471_,5.52
_10926_,5.52
_11286_,5.52
_11971_,5.52
_16027_,5.52
_17632_,5.52
net2045,5.52
net2117,5.52
net3165,5.52
net3624,5.52
net3942,5.52
net4184,5.52
net4482,5.52
net4490,5.52
_00250_,5.505
_00573_,5.505
_00618_,5.505
_00639_,5.505
_00772_,5.505
_00851_,5.505
_01034_,5.505
_01112_,5.505
_01797_,5.505
_02124_,5.505
_02164_,5.505
_02415_,5.505
_02754_,5.505
_05427_,5.505
net322,5.505
net781,5.505
net917,5.505
net2505,5.505
_00665_,5.5
_00684_,5.5
_08443_,5.5
_10027_,5.5
_11608_,5.5
net1861,5.5
net3588,5.5
net4177,5.5
net4209,5.5
net4631,5.5
_01527_,5.48
_02703_,5.48
_07512_,5.48
_07877_,5.48
_08468_,5.48
_08986_,5.48
_09312_,5.48
_09671_,5.48
_10382_,5.48
_14511_,5.48
_14974_,5.48
_16595_,5.48
_16803_,5.48
_17373_,5.48
_17782_,5.48
core.data_in_reg\[216\],5.48
_01194_,5.465
_01761_,5.465
_02023_,5.465
_03031_,5.46
_07526_,5.46
_08125_,5.46
net2704,5.46
net4120,5.46
_00015_,5.445
_01885_,5.445
_02189_,5.445
_19070_,5.445
_02665_,5.44
_08386_,5.44
_09240_,5.44
_09821_,5.44
_10112_,5.44
_11077_,5.44
_13384_,5.44
core.data_in\[177\],5.44
_00038_,5.435
_00136_,5.435
_00708_,5.435
_01035_,5.435
_01133_,5.435
_01727_,5.435
_02092_,5.435
net542,5.435
net2767,5.435
_15181_,5.43
_01208_,5.425
_03335_,5.425
net528,5.425
net897,5.425
net1187,5.425
net1292,5.425
net1346,5.425
net1472,5.425
net1474,5.425
net2414,5.425
net3235,5.425
net4187,5.425
net2592,5.405
_01273_,5.4
_01484_,5.4
_01521_,5.4
_01576_,5.4
_02745_,5.4
_03112_,5.4
_03236_,5.4
_03707_,5.4
_03710_,5.4
_03737_,5.4
_03793_,5.4
_03800_,5.4
_03803_,5.4
_03805_,5.4
_03824_,5.4
_03826_,5.4
_03835_,5.4
_03844_,5.4
_03860_,5.4
_03886_,5.4
_03896_,5.4
_03987_,5.4
_03996_,5.4
_04045_,5.4
_04068_,5.4
_04258_,5.4
_05302_,5.4
_05307_,5.4
_05342_,5.4
_05383_,5.4
_05563_,5.4
_05575_,5.4
_05630_,5.4
_05649_,5.4
_05845_,5.4
_05896_,5.4
_05949_,5.4
_06333_,5.4
_06744_,5.4
_06882_,5.4
_07626_,5.4
_08035_,5.4
_08486_,5.4
_08554_,5.4
_08713_,5.4
_08866_,5.4
_09157_,5.4
_09324_,5.4
_09357_,5.4
_09913_,5.4
_10209_,5.4
_10335_,5.4
_10568_,5.4
_10847_,5.4
_11323_,5.4
_11448_,5.4
_11615_,5.4
_12153_,5.4
_12328_,5.4
_12885_,5.4
_13112_,5.4
_13389_,5.4
_13425_,5.4
_13479_,5.4
_13936_,5.4
_14103_,5.4
_14108_,5.4
_14211_,5.4
_14237_,5.4
_14358_,5.4
_14363_,5.4
_14425_,5.4
_14466_,5.4
_14650_,5.4
_14655_,5.4
_14671_,5.4
_14679_,5.4
_14703_,5.4
_14722_,5.4
_14896_,5.4
_14909_,5.4
_14914_,5.4
_14918_,5.4
_14946_,5.4
_15186_,5.4
_15499_,5.4
_15660_,5.4
_16173_,5.4
_16216_,5.4
_16460_,5.4
_16502_,5.4
_16692_,5.4
_16738_,5.4
_17034_,5.4
_17563_,5.4
_17637_,5.4
_17715_,5.4
_17757_,5.4
_18850_,5.4
_18899_,5.4
_18912_,5.4
_18938_,5.4
_18948_,5.4
_18990_,5.4
_18996_,5.4
_19005_,5.4
_19079_,5.4
_19116_,5.4
_19139_,5.4
_19144_,5.4
_19153_,5.4
_19230_,5.4
_19281_,5.4
_19328_,5.4
_19343_,5.4
_19348_,5.4
_19357_,5.4
_19359_,5.4
_19399_,5.4
_19410_,5.4
_19428_,5.4
_19429_,5.4
_19497_,5.4
_19553_,5.4
_19583_,5.4
_19592_,5.4
_19638_,5.4
_19657_,5.4
_19664_,5.4
_19666_,5.4
_19724_,5.4
_19728_,5.4
core.data_in_reg\[244\],5.4
_01796_,5.38
_02504_,5.38
_02742_,5.38
_02823_,5.38
_02852_,5.38
_02921_,5.38
_02998_,5.38
_03111_,5.38
_03122_,5.38
_03130_,5.38
_03193_,5.38
_03238_,5.38
_03585_,5.38
_03587_,5.38
_04401_,5.38
_04433_,5.38
_04572_,5.38
_04625_,5.38
_04656_,5.38
_04722_,5.38
_05062_,5.38
_05098_,5.38
_05140_,5.38
_05195_,5.38
_05210_,5.38
_05665_,5.38
_05746_,5.38
_05789_,5.38
_05875_,5.38
_06676_,5.38
_06821_,5.38
_07622_,5.38
_07770_,5.38
_07925_,5.38
_08270_,5.38
_08315_,5.38
_08646_,5.38
_08677_,5.38
_08838_,5.38
_09153_,5.38
_09962_,5.38
_10051_,5.38
_10242_,5.38
_10757_,5.38
_11807_,5.38
_12162_,5.38
_12184_,5.38
_13142_,5.38
_13233_,5.38
_13293_,5.38
_14099_,5.38
_14397_,5.38
_14493_,5.38
_14555_,5.38
_14990_,5.38
_15182_,5.38
_15226_,5.38
_15280_,5.38
_15451_,5.38
_15689_,5.38
_16202_,5.38
_16227_,5.38
_16251_,5.38
_16257_,5.38
_16272_,5.38
_16277_,5.38
_16395_,5.38
_16470_,5.38
_16542_,5.38
_16760_,5.38
_16814_,5.38
_17353_,5.38
_17535_,5.38
_17587_,5.38
_17627_,5.38
_17842_,5.38
_17859_,5.38
_17880_,5.38
_17918_,5.38
_18506_,5.38
_19066_,5.38
_19152_,5.38
_19157_,5.38
_19232_,5.38
_19426_,5.38
_19526_,5.38
core.data_in\[35\],5.38
core.data_in\[492\],5.38
core.data_in_reg\[125\],5.38
core.data_in_reg\[223\],5.38
core.data_in_reg\[267\],5.38
core.data_in_reg\[279\],5.38
core.data_in_reg\[341\],5.38
core.data_in_reg\[46\],5.38
core.data_in_reg\[480\],5.38
core.data_in_reg\[73\],5.38
core.data_in_reg\[75\],5.38
core.data_out\[127\],5.38
core.data_out\[164\],5.38
core.data_out\[194\],5.38
core.data_out\[235\],5.38
core.data_out\[23\],5.38
core.data_out\[320\],5.38
core.data_out\[375\],5.38
core.data_out\[406\],5.38
core.data_out\[495\],5.38
core.data_out\[60\],5.38
core.state8_reg\[24\],5.38
net498,5.38
net819,5.38
net852,5.38
net1232,5.38
net1312,5.38
net1733,5.38
net2058,5.38
net2098,5.38
net2874,5.38
net3270,5.38
net3435,5.38
net3556,5.38
net3715,5.38
net3745,5.38
net3965,5.38
net4007,5.38
net4235,5.38
net4348,5.38
net4499,5.38
net4502,5.38
net4577,5.38
net4593,5.38
_01657_,5.36
_02172_,5.36
_02733_,5.36
_02891_,5.36
_06749_,5.36
_09342_,5.36
_11472_,5.36
_19234_,5.36
core.data_in\[462\],5.36
core.data_in_reg\[248\],5.36
core.data_out\[65\],5.36
_10323_,5.35
_00056_,5.345
_00083_,5.345
_00085_,5.345
_00368_,5.345
_00419_,5.345
_00606_,5.345
_01067_,5.345
_01136_,5.345
_01209_,5.345
_02035_,5.345
_02131_,5.345
_02147_,5.345
_02628_,5.345
_03367_,5.345
_03628_,5.345
net1607,5.345
_00267_,5.34
_01243_,5.34
_01596_,5.34
_01622_,5.34
_01637_,5.34
_01645_,5.34
_01650_,5.34
_01674_,5.34
_01687_,5.34
_01918_,5.34
_02199_,5.34
_02868_,5.34
_03094_,5.34
_03246_,5.34
_03377_,5.34
_03525_,5.34
_03751_,5.34
_03836_,5.34
_03904_,5.34
_03953_,5.34
_04078_,5.34
_04136_,5.34
_04204_,5.34
_04211_,5.34
_04234_,5.34
_04287_,5.34
_04422_,5.34
_04445_,5.34
_04581_,5.34
_04738_,5.34
_04805_,5.34
_04834_,5.34
_04874_,5.34
_04905_,5.34
_04966_,5.34
_05006_,5.34
_05056_,5.34
_05123_,5.34
_05134_,5.34
_05164_,5.34
_05185_,5.34
_05192_,5.34
_05249_,5.34
_05471_,5.34
_05623_,5.34
_05696_,5.34
_05887_,5.34
_05987_,5.34
_06048_,5.34
_06071_,5.34
_06114_,5.34
_06268_,5.34
_06401_,5.34
_06624_,5.34
_06679_,5.34
_06729_,5.34
_06736_,5.34
_06773_,5.34
_06790_,5.34
_07529_,5.34
_07565_,5.34
_07669_,5.34
_08252_,5.34
_09011_,5.34
_09028_,5.34
_09369_,5.34
_09998_,5.34
_10054_,5.34
_10637_,5.34
_11178_,5.34
_11306_,5.34
_11449_,5.34
_11501_,5.34
_11729_,5.34
_11856_,5.34
_11858_,5.34
_11996_,5.34
_13444_,5.34
_14070_,5.34
_14089_,5.34
_14147_,5.34
_14478_,5.34
_14489_,5.34
_14545_,5.34
_14712_,5.34
_14813_,5.34
_15241_,5.34
_15766_,5.34
_15876_,5.34
_15877_,5.34
_16278_,5.34
_16291_,5.34
_16976_,5.34
_17157_,5.34
_17293_,5.34
_17356_,5.34
_17377_,5.34
_17406_,5.34
_17468_,5.34
_17514_,5.34
_17525_,5.34
_17537_,5.34
_17841_,5.34
_18853_,5.34
_18870_,5.34
_18957_,5.34
_19054_,5.34
_19120_,5.34
_19149_,5.34
_19268_,5.34
_19651_,5.34
_19659_,5.34
_19665_,5.34
_19807_,5.34
_19883_,5.34
_19945_,5.34
core.data_in\[171\],5.34
core.data_in\[203\],5.34
core.data_in\[235\],5.34
core.data_in\[247\],5.34
core.data_in\[259\],5.34
core.data_in\[26\],5.34
core.data_in\[326\],5.34
core.data_in\[5\],5.34
core.data_in_reg\[135\],5.34
core.data_in_reg\[442\],5.34
core.data_out\[337\],5.34
core.data_out\[38\],5.34
core.data_out\[414\],5.34
core.data_out\[93\],5.34
net3298,5.34
net4407,5.34
net4700,5.34
_12476_,5.335
_00550_,5.325
_01044_,5.325
_01874_,5.32
_01120_,5.315
_01730_,5.315
_01975_,5.315
_01982_,5.315
_02151_,5.315
_00135_,5.305
_00247_,5.305
_00385_,5.305
_00454_,5.305
_00517_,5.305
_00539_,5.305
_00599_,5.305
_00619_,5.305
_00707_,5.305
_00908_,5.305
_00931_,5.305
_00980_,5.305
_01042_,5.305
_01055_,5.305
_01068_,5.305
_01163_,5.305
_01178_,5.305
_01765_,5.305
_01952_,5.305
_02125_,5.305
_02358_,5.305
_02408_,5.305
_03175_,5.305
net227,5.305
net283,5.305
net308,5.305
net348,5.305
net378,5.305
net380,5.305
net392,5.305
net706,5.305
net973,5.305
net979,5.305
net1063,5.305
net1296,5.305
net1308,5.305
net1372,5.305
net1413,5.305
net1458,5.305
net1488,5.305
net1568,5.305
net1660,5.305
net1790,5.305
net1850,5.305
net2000,5.305
net2082,5.305
net2184,5.305
net2228,5.305
net2338,5.305
net2340,5.305
net2423,5.305
net2432,5.305
net2661,5.305
net2804,5.305
net2987,5.305
net3227,5.305
net3246,5.305
net3255,5.305
net3539,5.305
net3541,5.305
net3759,5.305
net4660,5.305
net4767,5.305
net4798,5.305
_18872_,5.295
_12602_,5.29
_19892_,5.29
net1050,5.29
_01807_,5.285
_00686_,5.28
_01253_,5.28
_01314_,5.28
_01323_,5.28
_02260_,5.28
