net,length_um
core.x13_reg\[1\],489.63
_09589_,489.46
net1295,489.2
_10915_,488.96
_06498_,488.92
_08110_,488.4
_08517_,488.35
core.data_in_reg\[206\],487.72
_08568_,487.7
net118,487.425
_12233_,487.27
net4457,486.75
_09639_,486.66
core.x7_reg\[24\],486.55
_06213_,486.18
net395,486.16
_18830_,486.06
core.key2_reg\[8\],485.68
net137,485.14
clknet_6_17_0_clk,485.055
_08633_,484.43
data_out12_reg\[18\],484.15
_06501_,483.82
_10255_,483.6
net194,483.33
data_out10_reg\[3\],483.3
_10379_,483.06
clknet_6_10_0_clk,482.94
core.x11_reg\[14\],482.93
net437,482.23
core.x7_reg\[26\],481.99
_07651_,481.35
net677,481.22
clknet_6_52_0_clk,481.01
net184,480.86
_09348_,480.815
_08497_,480.63
data_out12_reg\[19\],480.18
net154,480
core.data_in_reg\[200\],479.92
_09917_,479.86
_06963_,479.52
_17212_,479.05
_17052_,478.955
core.key0_reg\[27\],478.88
data_out1_reg\[2\],478.56
_08053_,478.35
core.x14_reg\[8\],478.24
data_out14_reg\[2\],478.05
_05634_,477.16
data_out12_reg\[20\],477.12
_07030_,477.08
_04182_,477.02
net85,476.94
_09039_,476.38
net106,476.06
_08735_,475.91
net152,475.74
core.x15_reg\[5\],474.95
net87,474.42
net193,474.29
clknet_6_22_0_clk,474.1
data_out14_reg\[3\],473.86
_11128_,473.78
_06763_,473.74
net565,473.075
core.x7_reg\[27\],472.81
net178,471.9
_09447_,471.76
net158,471.31
net3214,471.09
_09449_,470.5
_07334_,470.48
core.iv\[35\],469.95
core.key0_reg\[16\],469.78
_05828_,469.66
core.x10_reg\[26\],469.56
core.x13_reg\[2\],469.45
core.x13_reg\[7\],469.13
net3199,468.51
_09896_,467.7
core.key0_reg\[25\],467.35
data_out12_reg\[30\],466.54
_11396_,466.2
data_out12_reg\[31\],465.47
net1212,465.38
_06721_,465.12
net195,465.06
core.x11_reg\[11\],464.76
data_out10_reg\[1\],464.72
_05643_,463.84
core.x14_reg\[4\],463.84
core.x7_reg\[25\],463.75
clknet_6_39_0_clk,463.67
net79,463.6
_08842_,463.56
_08740_,463.17
_09903_,462.63
core.iv\[50\],462.46
core.x12_reg\[27\],462.11
net124,461.87
_07289_,461.66
_19909_,461.5
_12657_,461.45
_09664_,461.32
_18231_,461.235
clknet_6_59_0_clk,461.04
_09591_,460.94
core.iv\[49\],459.96
_17009_,459.44
_09467_,459.255
core.x15_reg\[30\],459.07
_08390_,458.81
net110,458.75
core.x11_reg\[9\],458.535
data_out10_reg\[2\],458.14
net80,458.13
core.key0_reg\[23\],457.9
clknet_6_44_0_clk,457.76
_07801_,457.75
core.iv0_reg\[1\],457.675
_10144_,457.35
clknet_6_30_0_clk,457.26
data_out1_reg\[3\],457.2
_10132_,457.16
clknet_6_43_0_clk,456.9
_09458_,456.82
net721,456.775
net2824,456.735
_05834_,456.08
data_out14_reg\[5\],456.08
_13701_,455.48
core.key1_reg\[31\],455.35
core.iv\[39\],455.25
data_out14_reg\[16\],455.19
clknet_6_13_0_clk,454.9
_09914_,454.49
_13241_,454.26
data_out10_reg\[4\],454.05
data_out14_reg\[17\],453.79
_08847_,453.6
_07382_,453.43
net185,453.13
_05529_,452.8
net166,452.77
core.keylen_reg,452.22
_09646_,451.65
_19452_,451.58
data_out14_reg\[30\],451.38
_09648_,451.16
_19906_,451.08
core.x14_reg\[26\],451.01
net431,450.48
_09472_,450.42
_15136_,450.24
_07220_,449.76
net72,449.62
core.data_in_reg\[208\],449.5
_06967_,449.34
_12571_,448.96
_17048_,448.72
net105,447.84
data_out12_reg\[23\],447.8
core.x13_reg\[3\],447.4
clknet_6_54_0_clk,447.32
clknet_6_29_0_clk,447.08
net2387,446.72
core.x12_reg\[25\],446.7
net67,446.24
_07339_,446.055
_07649_,446
data_out14_reg\[4\],445.68
core.x9_reg\[26\],445.46
_06988_,445.26
data_out12_reg\[29\],445.23
net4897,445.05
core.data_out_valid,445.02
core.key2_reg\[11\],444.92
_19344_,444.14
core.x15_reg\[31\],444.02
core.x15_reg\[24\],443.745
net54,443.71
core.x11_reg\[18\],443.2
net3133,443.13
_13333_,443.02
net197,442.98
data_out14_reg\[11\],442.93
_08736_,442.8
_08902_,442.77
_07140_,442.725
_03859_,442.56
_11167_,442.3
clknet_6_0_0_clk,442.04
_08121_,442.02
core.x14_reg\[2\],441.62
data_out14_reg\[9\],441.61
core.x11_reg\[17\],441.1
_09355_,441.02
_09465_,440.72
_08484_,440.5
_05428_,440.395
_04268_,440.08
_09817_,440
_10933_,439.58
data_out10_reg\[0\],439.36
net2853,439.34
_08645_,439.2
clknet_6_4_0_clk,439.09
_06227_,439.08
net1313,438.92
data_out14_reg\[14\],438.89
_10026_,438.72
_08932_,438.57
_07681_,438.56
_03701_,437.3
core.iv\[16\],436.64
core.x14_reg\[3\],436.53
clknet_6_3_0_clk,436.51
_07013_,436
net772,435.99
net2790,435.835
_09469_,435.62
_03704_,435.6
net1299,435.58
clknet_6_48_0_clk,435.32
net179,435.31
_09456_,435.3
_13851_,435
_18071_,434.95
core.x15_reg\[29\],434.77
net1088,432.685
core.x9_reg\[25\],432.44
clknet_6_9_0_clk,432.11
clknet_6_12_0_clk,431.76
core.key0_reg\[30\],431.67
core.x13_reg\[4\],431.64
core.x15_reg\[0\],431.55
data_out12_reg\[28\],431.38
core.x14_reg\[1\],431.34
data_out14_reg\[6\],431.24
_07244_,431.21
core.key2_reg\[10\],431.2
data_out14_reg\[8\],431.2
_07659_,431.15
data_out12_reg\[22\],430.94
clknet_6_56_0_clk,430.94
_06738_,430.7
data_out12_reg\[27\],430.5
core.iv\[15\],430.48
_12010_,430.42
_17053_,430.18
core.x12_reg\[20\],430.025
data_out2_reg\[12\],429.82
net270,429.47
_07690_,429.42
_06359_,429.17
data_out14_reg\[15\],428.75
net266,428.63
_05051_,428.6
core.data_in_reg\[209\],428.5
core.key2_reg\[12\],428.46
core.data_in_reg\[199\],428.27
data_out14_reg\[12\],428.24
_09659_,428.23
net1279,428.17
_08582_,428.09
_08122_,427.97
net707,427.93
_06147_,427.88
_08038_,427.5
_18698_,427.32
_06230_,426.54
core.x10_reg\[27\],426.17
clknet_6_27_0_clk,425.48
core.x14_reg\[27\],425.47
_07983_,425.46
net296,425.3
_18951_,425.04
core.x15_reg\[28\],424.91
_11118_,424.85
core.x12_reg\[26\],424.76
net421,424.59
net120,424.14
_08768_,423.98
core.x10_reg\[28\],423.98
_18099_,423.975
_07017_,423.97
core.key1_reg\[11\],423.8
_19431_,423.7
_19256_,423.375
_11659_,423.34
core.x11_reg\[8\],423.24
_08576_,423.14
_07237_,423.06
net1651,422.73
_07193_,422.68
_07874_,422.68
net3393,421.7
_11073_,421.63
net109,421.36
core.x15_reg\[25\],420.65
net141,420.42
_06286_,420.4
core.iv\[40\],420.4
_07767_,420.28
core.qr3.y0\[15\],420.02
_09906_,419.82
core.iv\[55\],419.46
core.x12_reg\[16\],419.2
_08786_,419.14
_04958_,418.955
net7,418.88
core.x9_reg\[24\],418.42
net608,418.31
_08892_,417.75
data_out12_reg\[24\],417.73
core.x14_reg\[28\],417.56
_04226_,417.54
_18713_,417.535
core.x14_reg\[0\],417.42
data_out14_reg\[10\],417.35
_09131_,417.26
_09687_,416.41
_07763_,415.78
net132,415.66
_07697_,415.62
_18147_,415.57
net272,415.31
net2391,414.93
_08095_,414.44
_07009_,413.88
data_out14_reg\[13\],413.85
core.x9_reg\[28\],413.68
net487,413.56
_13794_,413.48
_10875_,413.44
core.x12_reg\[19\],413.36
core.x15_reg\[1\],413.3
data_out12_reg\[26\],413.28
_09107_,413.24
_11091_,413.12
data_out2_reg\[13\],412.98
_08109_,412.48
_06072_,412.39
core.x11_reg\[20\],412.37
_12560_,412.095
core.x15_reg\[2\],411.88
_08724_,411.39
_06645_,411.155
_19744_,411.04
net451,410.46
_06063_,409.93
core.key1_reg\[24\],409.06
_07484_,409.02
_09218_,408.9
core.x11_reg\[21\],408.68
core.x15_reg\[27\],408.45
_06386_,408.21
data_out2_reg\[10\],407.86
_06235_,407.72
_09248_,407.26
_19541_,407.14
net70,407.08
_05954_,406.96
net535,406.87
core.x10_reg\[29\],406.62
data_out12_reg\[25\],406.58
core.block1_ctr_reg\[18\],406.48
_07240_,406.46
_12751_,406.43
core.key1_reg\[2\],406.42
_06659_,406.4
core.x9_reg\[27\],406.36
net2219,405.86
core.x12_reg\[23\],405.7
_07318_,405.42
_13714_,405.26
core.key\[103\],405.17
net2873,405.035
core.x10_reg\[1\],404.78
_15432_,404.46
_06150_,404.18
core.x9_reg\[31\],404.04
net531,403.81
_08783_,403.74
net2170,403.64
_03909_,403.34
_07233_,402.1
net675,402.06
_07672_,401.76
net183,401.64
net659,401.62
net139,401.36
_11463_,401.22
_12404_,401.22
core.data_in_reg\[210\],401.16
_18674_,401.14
_12208_,401.075
core.x9_reg\[29\],400.98
core.x10_reg\[2\],400.8
data_out14_reg\[7\],400.76
net2116,400.27
_12181_,400.02
_09624_,399.94
net401,399.56
core.x14_reg\[30\],399.54
net3305,399.53
_11234_,399.415
core.x14_reg\[29\],399.4
_09083_,399.12
_18729_,398.98
core.iv0_reg\[4\],398.475
clknet_6_62_0_clk,398.42
_09173_,398.38
_04872_,398.22
_12777_,398
_06746_,397.9
_12235_,397.48
_07024_,397.2
_09698_,397.16
core.key0_reg\[18\],396.92
core.x13_reg\[5\],396.86
_08195_,396.475
_10883_,396.28
_12234_,396.14
net113,395.94
_17149_,395.82
_05600_,395.675
core.key0_reg\[21\],395.655
_08509_,395.11
_07136_,394.12
_08958_,394.06
_09908_,393.74
net2797,393.38
core.key1_reg\[0\],393.31
clknet_2_3_0_clk,393.21
core.iv\[42\],393.12
core.key\[102\],393.06
core.x12_reg\[21\],392.94
_09939_,392.93
core.x11_reg\[22\],392.735
net695,392.66
net112,392.44
_06377_,392.38
data_out4_reg\[6\],392.25
_08706_,392.23
data_out10_reg\[6\],391.92
net856,391.63
data_out2_reg\[11\],391.58
_12191_,391.39
_10366_,391.36
_08407_,391.29
core.key0_reg\[20\],391.21
data_out2_reg\[14\],391.21
_04878_,391.12
core.x11_reg\[19\],390.78
data_out1_reg\[10\],390.68
_06755_,389.8
data_out4_reg\[7\],389.77
_06980_,389.615
net3914,389.58
core.key\[34\],389.3
core.x15_reg\[26\],388.76
data_out8_reg\[3\],388.62
_11002_,388.515
clknet_6_6_0_clk,388.14
data_out15_reg\[16\],387.76
_12148_,387.66
_12409_,387.6
_11663_,387.43
_06381_,387.16
core.x11_reg\[23\],386.78
net1424,386.48
_12206_,386.355
_08130_,386.3
data_out2_reg\[9\],386.3
_17047_,386.29
_08801_,386.28
_11438_,386.23
net1024,386.02
data_out1_reg\[11\],385.96
_16366_,385.62
net1997,384.66
net1690,384.54
_03908_,384.38
net12,384.26
data_out15_reg\[18\],383.93
_06238_,383.74
core.iv\[45\],383.66
_07166_,383.48
net142,383.46
net1218,382.86
core.x14_reg\[25\],382.82
core.qr3.y0\[11\],382.52
core.block1_ctr_reg\[21\],382.42
data_out1_reg\[9\],382.18
_07468_,381.87
net3996,381.86
_06973_,381.575
data_out2_reg\[8\],381.32
core.key2_reg\[7\],381.08
core.x9_reg\[30\],381.06
_18072_,380.85
_13816_,380.52
_18216_,380.52
clknet_6_42_0_clk,380.43
_10755_,380.37
_06965_,380.26
_03915_,379.88
_07161_,379.84
_12815_,379.82
clknet_6_41_0_clk,379.815
_10845_,379.6
core.iv\[26\],379.54
core.x12_reg\[22\],379.17
_04907_,379.16
_18819_,379.14
_07893_,378.835
net1373,378.74
net3946,378.7
_08856_,378.46
_13484_,378.46
_15204_,378.46
_15192_,377.93
_13542_,377.82
clknet_6_14_0_clk,377.77
_08762_,377.4
_18495_,377.345
_08178_,377.06
core.x10_reg\[0\],376.87
_03918_,376.84
core.iv0_reg\[3\],376.36
_08819_,375.96
net4164,375.74
_13219_,375.45
core.iv1_reg\[16\],375.335
_08707_,375.22
_11693_,374.96
net177,374.9
net465,374.84
_11205_,374.62
net419,374.62
net144,374.27
_06396_,374.18
data_out4_reg\[17\],374.09
core.x12_reg\[28\],374
_12290_,373.865
net136,373.48
data_out4_reg\[20\],373.315
_19498_,373.16
net149,373.06
_09171_,373.04
_10819_,372.92
_09207_,372.76
_07097_,372.62
clknet_6_21_0_clk,372.615
_08531_,372.57
net4002,372.42
core.iv\[47\],372.25
core.x11_reg\[7\],371.92
_05809_,371.48
_18232_,371.46
_07746_,371.15
_17427_,370.88
_08508_,370.85
_07388_,370.695
_15458_,370.68
_07356_,370.3
_11320_,370.25
_11429_,370.14
_06492_,370.08
_08877_,369.75
core.key\[64\],369.51
data_out1_reg\[12\],369.5
_08937_,369.4
_10700_,369.12
core.x12_reg\[24\],368.68
core.block1_ctr_reg\[23\],368.62
_09231_,368.595
_10747_,368.36
_11134_,368.23
_04849_,367.74
_10987_,367.67
net147,367.66
data_out1_reg\[8\],367.65
_07706_,367.46
core.x11_reg\[24\],367.3
data_out4_reg\[15\],367.13
_07880_,366.94
_07165_,366.85
_03676_,366.54
_17049_,366.54
_07477_,366.235
_09697_,366.18
_10462_,366.12
data_out4_reg\[18\],366.06
core.x11_reg\[25\],365.9
net3953,365.8
_06079_,365.74
_07467_,365.735
core.iv\[41\],365.67
net1111,365.56
_19858_,365.36
core.x12_reg\[30\],364.98
_04527_,364.895
_06369_,364.79
data_out8_reg\[4\],364.58
_06389_,364.5
_05991_,364.46
_07562_,364.41
_09965_,364.26
data_out10_reg\[7\],364.24
_06601_,364.1
_09902_,363.96
data_out15_reg\[17\],363.88
_09048_,363.74
net121,363.6
core.key0_reg\[11\],363.52
core.qr3.y0\[9\],363.48
_11454_,363.4
net162,363.36
_06393_,363.16
_15452_,362.96
data_out1_reg\[13\],362.58
data_out4_reg\[14\],362.56
net485,362.4
data_out2_reg\[15\],362.36
_17420_,361.8
_06241_,361.44
_19845_,361.34
_07460_,361.26
_11246_,361.075
_18235_,360.8
_06076_,360.71
data_out15_reg\[19\],360.58
_13027_,360.46
core.x10_reg\[30\],360.28
net114,360.1
_12883_,359.86
data_out2_reg\[17\],359.13
net409,359
core.block1_ctr_reg\[12\],358.78
data_out4_reg\[11\],358.78
core.x12_reg\[29\],358.5
net441,358.3
_13678_,358.2
_10769_,358.19
net1643,358.16
_06478_,358.12
net1883,357.86
core.iv1_reg\[9\],357.475
_07138_,357.44
data_out4_reg\[16\],357.38
data_out4_reg\[22\],357.28
_11407_,357.19
core.x12_reg\[14\],356.915
_10958_,356.895
_08667_,356.1
core.iv\[21\],356.1
clknet_6_8_0_clk,356.055
_09215_,355.72
data_out15_reg\[21\],355.31
_07304_,355.22
_08951_,355.02
core.qr3.y0\[25\],355
_18455_,354.48
net3874,354.04
_06475_,353.94
core.x13_reg\[0\],353.835
net125,353.665
_07295_,353.52
core.block1_ctr_reg\[28\],353.36
_07657_,353.28
_14464_,353.28
net4222,353.26
_10971_,352.92
_11020_,352.795
_11747_,352.54
_07401_,352.52
net2200,352.36
core.iv\[22\],352.22
clknet_6_55_0_clk,352.06
core.data_in_reg\[196\],351.91
_08962_,351.88
net4549,351.8
_11269_,351.62
core.key0_reg\[17\],351.3
core.data_in_reg\[212\],351.28
core.iv1_reg\[11\],351.255
_12272_,351
core.data_in_reg\[197\],350.9
_11377_,350.48
net343,350.46
data_out15_reg\[20\],350.425
_06485_,350.42
_18255_,350.38
_06488_,350.24
_11485_,349.96
_06600_,349.94
net567,349.86
data_out2_reg\[5\],349.84
_16187_,349.8
_10940_,349.65
data_out4_reg\[21\],349.56
net746,349.48
data_out8_reg\[2\],349.46
_06403_,349.42
_06612_,349.07
_13656_,348.98
_19011_,348.835
_12566_,348.78
net551,348.6
data_out4_reg\[10\],348.3
core.x9_reg\[23\],348.1
_08689_,348
_09972_,347.99
net140,347.92
_06086_,347.89
_06451_,347.515
data_out1_reg\[14\],347.5
_06482_,347.16
_06245_,347.02
core.key0_reg\[9\],346.78
_08294_,346.44
_12557_,346.02
_15442_,346
_07548_,345.98
net131,345.9
core.iv0_reg\[2\],345.88
data_out4_reg\[19\],345.81
data_out15_reg\[5\],345.71
_12933_,345.64
net4166,345.54
_13391_,345.43
net620,345.31
_08806_,345.28
core.iv\[23\],345.14
_09176_,345.11
_16487_,345
core.qr3.y0\[19\],344.92
_08863_,344.8
net119,344.7
_08953_,344.615
_19562_,344.58
net3331,344.58
_08080_,344.555
_18823_,344.48
data_out6_reg\[4\],343.72
_07787_,343.62
net187,343.57
core.x11_reg\[6\],343.32
_12293_,343.28
_06399_,343.16
net581,343.06
data_out15_reg\[23\],342.74
core.iv1_reg\[10\],342.56
_07192_,342.5
_12568_,342.26
data_out4_reg\[13\],342.24
_11530_,342.21
_12617_,342.08
core.x11_reg\[27\],342.02
core.block1_ctr_reg\[15\],341.855
core.iv\[44\],341.685
data_out2_reg\[16\],341.6
_05297_,341.495
_09199_,341.28
_11254_,341.06
_09623_,341.02
_11769_,340.88
_07258_,340.78
data_out1_reg\[6\],340.76
_12562_,340.7
_05543_,340.5
_12285_,340.44
_07271_,340.24
net3749,340.22
_06730_,340.2
core.iv\[43\],340.08
core.block1_ctr_reg\[29\],340.06
net327,339.92
_09162_,339.88
_07217_,339.46
_08318_,339.44
_12210_,339.44
net3413,339.28
net2345,339.26
_04792_,339.22
_13643_,338.74
_07737_,338.605
_07648_,338.5
_06250_,338.49
_07499_,338.46
core.iv\[59\],338.22
_07754_,338.18
core.data_in_reg\[198\],338.18
_10442_,338.01
core.iv\[24\],337.9
_17046_,337.8
_06594_,337.72
net397,337.72
_03966_,337.56
_08644_,337.56
core.key4_reg\[11\],337.44
_06172_,337.43
_18618_,337.34
_11033_,337.12
_15447_,337.1
net1785,337.02
_11842_,336.88
data_out4_reg\[23\],336.63
_07738_,336.22
_10018_,336.17
core.data_in_reg\[211\],336.1
net172,335.91
_12581_,335.78
core.qr3.y0\[17\],335.7
data_out15_reg\[4\],335.53
_06938_,335.5
net143,335.25
_06168_,335.08
_08770_,334.83
_12570_,334.8
core.x11_reg\[3\],334.74
_14077_,334.36
net196,334.32
_18434_,334.2
_16964_,334.04
_13564_,333.84
_08599_,333.62
net3276,333.6
net1804,333.52
_08871_,333.21
net148,332.98
_08394_,332.92
_18845_,332.9
data_out4_reg\[12\],332.89
core.key\[32\],332.88
data_out15_reg\[22\],332.84
_11184_,332.62
data_out1_reg\[15\],332.58
core.key\[68\],332.54
net4051,332.53
net161,332.26
_09037_,332.21
net163,331.98
core.iv\[1\],331.84
net1,331.665
_18602_,331.64
_15238_,331.62
_12278_,331.49
data_out2_reg\[6\],331.22
_07353_,330.86
core.next,330.82
_10930_,330.67
core.iv\[38\],330.56
core.x11_reg\[26\],330.38
net3385,330.26
core.qr1.y0\[31\],329.9
net156,329.5
data_out15_reg\[3\],329.34
net449,329.22
data_out1_reg\[7\],329.1
_08789_,329.08
data_out4_reg\[31\],328.96
net2324,328.63
_08618_,328.45
core.block1_ctr_reg\[30\],328.38
_08625_,328.29
core.key\[33\],327.91
_12871_,327.78
core.iv\[11\],327.78
net3220,327.76
core.x12_reg\[10\],327.61
_06109_,327.53
_06597_,327.275
core.key4_reg\[10\],326.64
core.qr3.y0\[7\],326.54
_18337_,326.4
_12653_,326.34
_18840_,326
_10163_,325.88
_10162_,325.66
net115,325.66
_09895_,325.65
_09030_,325.6
_11416_,325.42
_08598_,325.4
_12203_,325.21
_18743_,325.08
_08652_,325.02
_15315_,324.96
clknet_6_49_0_clk,324.87
core.iv\[19\],324.76
net3192,324.615
core.key0_reg\[24\],324.58
data_out15_reg\[27\],324.5
_06175_,324.48
_18587_,324.4
net3697,324.24
_18095_,324.125
_18952_,324.07
_16237_,323.99
net174,323.915
_18491_,323.88
_11474_,323.48
_06100_,323.42
data_out2_reg\[18\],323.26
_12942_,323.18
clknet_6_50_0_clk,323.13
net3188,323.08
_18523_,322.98
core.qr1.y0\[5\],322.94
core.state11_reg\[0\],322.9
_08751_,322.73
net23,322.68
_11516_,322.65
core.x11_reg\[2\],322.62
_17128_,322.48
data_out1_reg\[5\],322.32
_06817_,322.06
_07453_,321.76
data_out8_reg\[9\],321.42
_05357_,321.14
_17024_,321.065
core.key4_reg\[8\],321.02
_08748_,320.84
_13298_,320.84
net3582,320.48
data_out5_reg\[19\],320.455
net171,320.28
data_out4_reg\[8\],320.25
core.x8_reg\[29\],320.24
core.iv\[14\],320.08
data_out2_reg\[19\],320.04
_06176_,319.96
_10695_,319.91
_05066_,319.5
data_out15_reg\[0\],319.44
data_out1_reg\[16\],319.28
_09792_,319.205
_11170_,319.14
data_out15_reg\[15\],319.04
_12554_,319.01
_07130_,318.92
core.key\[66\],318.58
_06154_,317.82
_08397_,317.5
core.iv\[34\],317.385
_07586_,317.29
core.key\[67\],316.34
_18479_,316.2
clknet_6_60_0_clk,316.2
_09638_,316.12
_13758_,316.1
core.iv\[0\],315.7
_07752_,315.66
core.key4_reg\[9\],315.54
_07277_,315.24
_12924_,315.155
_09946_,315.1
_08543_,315.02
_09325_,314.91
core.key4_reg\[21\],314.68
_06466_,314.62
core.x11_reg\[4\],314.43
core.key1_reg\[9\],314.33
_06171_,314.22
_19618_,314.22
core.key4_reg\[20\],314.2
_06165_,314.06
core.iv\[27\],313.52
_12577_,313.42
_08321_,313.36
core.block1_ctr_reg\[5\],313.34
_08919_,313.31
data_out1_reg\[19\],313.175
core.data_in_reg\[214\],313
core.qr0.y0\[15\],312.92
_10952_,312.9
net3926,312.9
_16246_,312.655
_15375_,312.54
_12222_,312.52
data_out5_reg\[20\],312.325
core.key0_reg\[6\],312.035
core.iv\[13\],311.98
_00333_,311.96
data_out4_reg\[9\],311.94
net501,311.88
net3022,311.74
_17118_,311.64
_18757_,311.52
_06470_,311.48
_09333_,311.36
_06604_,311.08
_07985_,311.06
net2474,311.06
_07781_,310.99
_07462_,310.67
_18771_,310.62
_10238_,310.505
core.iv\[18\],310.26
_18510_,310.2
_06161_,310.14
data_out4_reg\[29\],309.98
core.x8_reg\[25\],309.92
net3211,309.78
_11096_,309.74
_12455_,309.64
net188,309.6
_09288_,309.575
_09096_,309.57
net519,309.28
_07688_,309.12
_18175_,308.99
core.x11_reg\[5\],308.92
core.data_in_reg\[195\],308.64
_05520_,308.52
_18365_,308.44
_07621_,308.38
_18843_,308.36
net173,308.35
_17055_,308.28
data_out1_reg\[17\],308.1
net303,307.92
net3349,307.88
core.x10_reg\[3\],307.71
_06420_,307.7
core.iv\[61\],307.66
_06410_,307.64
_15437_,307.6
_10501_,307.46
data_out4_reg\[28\],307.46
_12516_,307.34
_06447_,307.22
_11101_,307.06
core.iv\[37\],306.64
_06232_,306.5
net4686,306.36
_18313_,306.27
net128,306.26
_12575_,306.24
core.qr2.y0\[14\],306.135
_13276_,306.04
data_out5_reg\[15\],305.805
_09672_,305.46
core.key\[35\],305.46
_08590_,304.75
core.key4_reg\[13\],304.6
data_out15_reg\[2\],304.53
_09009_,304.4
net2720,304.29
_08274_,304.22
net2586,304.2
_18380_,304.1
data_out5_reg\[23\],303.94
_06705_,303.9
data_out4_reg\[5\],303.66
_07488_,303.54
_11546_,303.32
net4898,303.26
_12345_,303.16
core.key4_reg\[12\],302.78
_11762_,302.61
_07150_,302.28
net3101,302.12
core.qr1.y0\[12\],302.06
_12929_,301.99
_12371_,301.98
data_out15_reg\[1\],301.705
_18507_,301.56
_15959_,301.2
_11555_,301.18
net403,301.14
core.qr3.y0\[16\],300.78
core.key4_reg\[15\],300.76
_12951_,300.72
_18440_,300.61
_11039_,300.57
_18545_,300.56
_09198_,300.52
_11194_,300.34
_17198_,300.32
_07151_,300
_19854_,300
_10702_,299.96
data_out5_reg\[16\],299.915
_19745_,299.9
net4141,299.72
_04735_,299.655
core.x11_reg\[1\],299.62
_11811_,299.48
_07574_,299.47
_08987_,299.37
core.key\[65\],299.31
_18452_,299.2
_09873_,299.1
data_out8_reg\[10\],298.98
clknet_6_57_0_clk,298.76
_09366_,298.72
data_out2_reg\[21\],298.72
data_out11_reg\[27\],298.68
data_out4_reg\[27\],298.66
data_out1_reg\[18\],298.315
_19448_,298.13
net3037,298.08
data_out8_reg\[13\],298.02
_05691_,297.92
_19851_,297.88
_12906_,297.82
_07506_,297.79
_11953_,297.64
_08240_,297.48
_17032_,297.48
_18412_,297.26
_18226_,297.24
_12997_,297.1
net126,296.98
core.iv\[25\],296.96
data_out8_reg\[11\],296.96
net3382,296.96
_03809_,296.46
core.key4_reg\[14\],296.46
core.x10_reg\[4\],296.38
net2587,296.3
_18634_,296.1
_07510_,296.09
_11295_,295.96
core.x8_reg\[26\],295.86
data_out4_reg\[30\],295.82
core.x12_reg\[11\],295.77
_06425_,295.6
_09696_,295.5
_18201_,295.38
data_out8_reg\[8\],295.16
data_out5_reg\[18\],295.095
core.x9_reg\[0\],294.78
_07413_,294.7
_06503_,294.64
core.key3_reg\[17\],294.42
core.x10_reg\[21\],294.36
net2367,294.22
core.x8_reg\[24\],293.96
_07582_,293.92
_06456_,293.73
_19748_,293.68
data_out8_reg\[14\],293.52
_08233_,293.44
core.x10_reg\[22\],293.17
core.x8_reg\[28\],293.16
_11684_,293.08
net2639,293.05
_06440_,292.95
core.qr0.y0\[9\],292.85
_03812_,292.73
_08911_,292.73
_12454_,292.66
_12414_,292.36
core.x8_reg\[30\],292.21
net3335,292.09
_06253_,292.04
_07687_,292.02
_08997_,292
_07935_,291.96
_08971_,291.92
_06430_,291.7
_08639_,291.65
net133,291.6
_12237_,291.58
_11743_,291.51
_06278_,291.44
net2961,291.43
net2867,291.41
_11946_,291.295
_18396_,291.28
_08290_,291.12
core.key0_reg\[22\],291.12
_12622_,291.06
data_out4_reg\[2\],291.03
_07249_,290.92
_08571_,290.78
net3674,290.78
data_out5_reg\[17\],290.665
core.key4_reg\[18\],290.64
_15380_,290.6
data_out8_reg\[12\],290.16
_18815_,290.08
core.x10_reg\[5\],290.02
net153,289.94
_17518_,289.845
_08710_,289.84
_15741_,289.82
core.key4_reg\[5\],289.82
core.qr2.y0\[12\],289.32
net130,289.295
core.key\[133\],289.275
_16975_,289.26
_14941_,289.25
_12629_,289.06
_18476_,289.06
